"C:\Program Files (x86)\JetBrains\PyCharm 2016.1.4\bin\runnerw.exe" C:\Python27\python.exe C:/Users/diego/OneDrive/Projetos/sistema_contabil/manage.py runserver localhost:8000
Performing system checks...

System check identified no issues (0 silenced).
October 07, 2016 - 16:39:03
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
[07/Oct/2016 16:39:26] "GET / HTTP/1.1" 200 14418
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 200 89933
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 200 23739
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121260
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 36868
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 200 3037
[07/Oct/2016 16:39:33] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 200 85589
[07/Oct/2016 16:39:34] "GET /arquivos_estaticos/adminlte/js/app.min.js HTTP/1.1" 200 9773
[07/Oct/2016 16:39:34] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 200 470591
[07/Oct/2016 16:39:34] "GET /arquivos_estaticos/imagens/logo.png HTTP/1.1" 200 30834
[07/Oct/2016 16:39:34] "GET /arquivos_estaticos/imagens/avatar5.png HTTP/1.1" 200 8007
[07/Oct/2016 16:39:36] "GET /arquivos_estaticos/icones/fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 200 56780
Not Found: /favicon.ico
Not Found: /favicon.ico
[07/Oct/2016 16:39:36] "GET /favicon.ico HTTP/1.1" 404 4528
Not Found: /favicon.ico
Not Found: /favicon.ico
[07/Oct/2016 16:39:36] "GET /favicon.ico HTTP/1.1" 404 4528
[07/Oct/2016 16:44:11] "GET /entidade/cadastro HTTP/1.1" 301 0
[07/Oct/2016 16:44:12] "GET /entidade/cadastro/ HTTP/1.1" 200 42434
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 200 34459
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 200 3886
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 200 4247
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 200 1960
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 200 3890
[07/Oct/2016 16:44:12] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 200 82480
[07/Oct/2016 16:44:13] "GET /arquivos_estaticos/datatable/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 404 1799
[07/Oct/2016 16:44:13] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 200 10731
[07/Oct/2016 16:44:13] "GET /arquivos_estaticos/scripts/mask.js HTTP/1.1" 200 3568
[07/Oct/2016 16:44:13] "GET /arquivos_estaticos/datatable/datatables-plugins/integration/bootstrap/3/dataTables.bootstrap.min.js HTTP/1.1" 404 1877
[07/Oct/2016 16:44:14] "GET /arquivos_estaticos/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
[07/Oct/2016 16:44:15] "GET /arquivos_estaticos/datatable/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 404 1799
