"C:\Program Files (x86)\JetBrains\PyCharm 2016.1.4\bin\runnerw.exe" C:\Python27\python.exe C:/Users/diego/OneDrive/Projetos/sistema_contabil/manage.py runserver localhost:8000
Performing system checks...

System check identified no issues (0 silenced).
August 18, 2016 - 18:01:29
Django version 1.9.7, using settings 'sistema_contabil.settings'
Starting development server at http://localhost:8000/
Quit the server with CTRL-BREAK.
[18/Aug/2016 18:01:42] "GET / HTTP/1.1" 200 17182
Not Found: /favicon.ico
Not Found: /favicon.ico
[18/Aug/2016 18:01:45] "GET /favicon.ico HTTP/1.1" 404 4388
Not Found: /favicon.ico
Not Found: /favicon.ico
[18/Aug/2016 18:01:45] "GET /favicon.ico HTTP/1.1" 404 4388
[18/Aug/2016 18:02:48] "GET /entidade/adicionar/ HTTP/1.1" 200 32593
[18/Aug/2016 18:36:49] "GET /entidade/cadastro/ HTTP/1.1" 200 42926
[18/Aug/2016 18:36:50] "GET /arquivos_estaticos/datatable/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 404 1799
[18/Aug/2016 18:36:50] "GET /arquivos_estaticos/datatable/datatables-plugins/integration/bootstrap/3/dataTables.bootstrap.min.js HTTP/1.1" 404 1877
[18/Aug/2016 18:36:51] "GET /arquivos_estaticos/datatable/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 404 1799
[18/Aug/2016 18:36:51] "GET /arquivos_estaticos/datatable/datatables-plugins/integration/bootstrap/3/dataTables.bootstrap.min.js HTTP/1.1" 404 1877
[18/Aug/2016 18:42:41] "GET /entidade/adicionar/ HTTP/1.1" 200 32939
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/jquery/jquery-2.2.0.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/adminlte/css/AdminLTE.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:41] "GET /arquivos_estaticos/icones/css/font-awesome.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/adminlte/css/skins/skin-blue.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/css/select.bootstrap.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/plugins/responsivo/Responsive-2.0.2/css/responsive.bootstrap.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/css/dataTables.bootstrap.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/jquery.dataTables.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/DataTables-1.10.11/js/dataTables.bootstrap.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:42] "GET /arquivos_estaticos/datatable/plugins/select/Select-1.1.2/js/dataTables.select.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:43] "GET /arquivos_estaticos/jquery/jquery-ui-1.11.4/jquery-ui.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:43] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.css HTTP/1.1" 304 0
[18/Aug/2016 18:42:43] "GET /arquivos_estaticos/jquery/jquery-editable-select/jquery.editable-select.min.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:43] "GET /arquivos_estaticos/scripts/padrao/controle_botoes.js HTTP/1.1" 304 0
[18/Aug/2016 18:42:43] "GET /arquivos_estaticos/scripts/protocolo/protocolo.js HTTP/1.1" 304 0
